model,input,output,bleu_score,inference_time
marian_opus_ja_en,おっす! オラ 悟空。,"Oh, you're right.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,気にしないで,Don't worry about it.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,テレビか何かを見て。,Watch TV or something.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,実行している人です,"So, this is the person who's running the program.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,僕はずっと,I've been doing this for a long time.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,このすぐ先鸞こ 倉庫ガぁるんだ,I have a warehouse right ahead of me.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,大学も就職も やめて 料理人にでも なってやる。,I'll quit college and get a job and become a cook.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ええ、53年のよう。,"Yeah, like '53.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ああ、ああ、たぶん。,"Oh, yeah, maybe.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,終わりました,It's over.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,あの もう1つ聞いていいですか?,Can I ask you one more question?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,殴られ屋だって... いいの?,"You're a hit man, aren't you?",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,それは...,It's...,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,何であんなものを?,What the hell are you doing?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,この体は土に返り,This body will return to the ground.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,気をつけてね。,Be careful.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これは見当違いで,I'm afraid I'm wrong.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,同一性とも言えるその根本的な感覚は,And that's why I'm here.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,最近世の中、前提とした話ばかりですよ!,I've been talking about it for a long time.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,我慢できない,I can't stand it.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,それで かえって バレちゃったみたいなね,"It's like, you know, it's like they found out.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,このお魚は誰?,Who's this fish?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,車両をどけろ!,Get out of the car!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,それだけ当たり前の事なのかもしれないけど,That's what it's supposed to be.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,幸運がありますように。nはい ありがとう。,I hope you're lucky.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,なんだいきなり,What's going on?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,どうぞ,Here you go.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ベガと対決したわりには さほど 服は汚れなかったわね,You weren't so dirty when you confronted Vega.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,さあな 迷宮は保護地区だ,I don't know. The maze is a protected area.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,こっちです,This way.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,どこで計算に入れるんですか?,Where do we get it?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,何か分かったら連絡ぐらいはしてやる,I'll call you if I find anything.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,もっと機能を持たせることができたら,"And if we can do that, we can do it.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,見て下さい,Look at this.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,気付かなかったか?,Didn't you notice?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,もっと分かりやすく 「時間と空間」と言えませんか?,Can you say time and space more clearly?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,コード7 ゴールドダスト,"Code seven, Golddark.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,あっ そう。 あっ。,"Oh, yeah.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,床に伏せてもらったりです,I'm not sure if I'm going to be able to do that.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,そちは 朕を 愚かな男と思うておるであろう。,You would think that I'm a fool.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,神に止められてるの,God's stopping me.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,そして彼らには強い上昇志向がそなわっています,And they're very excited about this.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,果物を入れた器です,It's a bowl of fruit.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,每一次喘息 都不愿错过发现你的契机,I've got a desk.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,別に気にすることもないが,I don't care.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,だから彼は賢かった,That's why he was smart.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ビショップ夫妻です 娘さんが家出を,Mr. and Mrs. Bishop. Your daughter ran away.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,電話をくれ,Give me a call.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,相手は3人だ! やっちまえ!! うぉ~!,We've got three guys on it!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,おかしいと思わなかったのか?,You didn't think it was funny?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,いいかしら?,May I?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,寄付ではないのです,It's not a donation.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,複動式フェンスに 数字のホイールが6つある,There's six wheel numbers in the compound fence.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,気にしてるよ,I care.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,やり手の弁護士 冤罪を恐れる裁判長,He's a good lawyer. He's afraid of being a criminal.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,分かってねえのは そっちだろう。,That's what you don't understand.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,彼は今 知った 逃げろ フィンチ,"He just found out. Run, Finch.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,手伝うよ - 昔はトップセールスマンだった,- I used to be a top salesman.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,見て学べ,Watch and learn.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,彼が消えた,He's gone.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,そういう出会いは 大切にしなきゃダメだ。,You must cherish such a encounter.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,おまえは優秀な兵士だ そろそろ行く時間だぞ,You're a good soldier. It's time to go.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,sodraをすぐに 始める必要があります,Sodra needs to be started right away.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,この様な方法では,And I'm going to show you how to do that.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ゴッド・メダリオン コート・オブ・アームズ!,The God Illion. The Court of Armies!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ええ、復讐できる,"Yeah, I can get revenge.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,"このジャズキラーは
long, long ago...	昔 昔 このナレーションも今日でお仕舞いなんですねぇ
i don't know. evelyn doesn't let me have any food that's not vegan.	しらねーよ、エブリンは菜食主義なんだ
someone will always be by my side.	必ず誰かが そばにいてくれますものね。
our lives are not our own, from womb to tomb, we're bound to others.	人生は自分の物ではない ゆりかごから墓場まで 我々は他人と...
when i was your boss at rio bravo, i had your back.	リオ・ブラボーで私が上司の時 いつも報告をくれたじゃないか
it'll play. that's good stuff.	フェアウェイだ
what do we do?	何用だ。 かわいい子いますよ。
ah! what? excuse me. you know me	《あっ!? あのう あのう。 あのう 私》
the judge will never let it get past that	裁判官が通すことはない
and they put in the computer technology	コンピュータテクノロジーを組み込みます
do you think you can do that attorney work?	弁護士の仕事ができるんですか?
they intend to go straight through the forest.	敵は2人。 まっすぐ森を抜ける気だな。
just get the fertilizer, thomas.	肥料を取って来い?""","We live in our own home, from miles to places where we're bound to be.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,でも あれだ 仕切り直そう,But that's it. Let's get it back to work.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ダメよ - 本当さ,"- I'm telling you, it's true.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,まっ 偶然でしょ,It's just a coincidence.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,環境は重要です。,The environment is important.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これを見てもらった方が早い,I think it'd be easier if you took a look at this.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,三年ながらまだ確実な浄化確認が取れません,"Three years yet, we still can't confirm a certain purification.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,かくれんぼをした,I was playing hide and seek.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,怎样才能有孩子呢,I'm so sorry,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,会った事も無い,I've never seen him before.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,鍵くれたでしょ,You gave me your keys.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,恋の...。,Love...,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,生物学者が森に潜む シャイな動物を 撮影するために使用しています,And this is what biologists are using to photograph the shy animals in the forest.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,いいか ユニコーン,"Look, Unicorn.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,息子の名で北部を支配するんだ,You'll rule the North in the name of your son.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,どうしました 折木さん,"What's the matter, Mr. Toki?",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,脳についてもう信じられないほど詳しく分かってます,I'm not sure what I'm going to do.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,1億の精子が 72時間泳いで 卵子に着いたら,"So, if you take 100 million sperm cells, and you swim for 72 hours, you get to the egg, and you get to the egg, and you get to the egg.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,今の佃航平は 佃製作所という➡,This is the Kojiji-dono.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,よし ケーキを切ろうか,"All right, let's cut the cake.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,全国規模の衛星ラジオが聴けるのだと,I've been told that you can listen to satellite radios all over the country.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ジャック 行って,"Jack, go.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,1テラヘルツの注文カスタムメイドの物で,It's a custom-made order for one terahertz.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,神秘の道を歩み続けています,We're on the path of mystery.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,私は彼にかなり悪態をつきました,I've done a pretty bad thing to him.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,次郎さん すぐさ 兄ちゃんのこと探してもらえませんか,"Jiro, can you find him right away?",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,やっと 生きてこれたんです。,I finally survived.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,代官さま 出番よ。 出番?,"Officers, you're up.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これなら インタビューはいけるかね,Can you do an interview with this?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,だけど今は,But now...,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ケープタウンに集まりました,I've been to Cape Town.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,でも 遅くない,But it's not too late.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,なぜかあなたにあげるんだって言って,Tell me why I'm giving it to you.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ママはおかしくなったわねいくらお金が必要だって言ってもね・・・,"My mom's gone crazy. I mean, I don't even know how much money I need...",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,一緒に出勤もして そうするべきでしょう?,"We should go to work together, right?",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,彼が痛烈なコメントをしました,"And he said, ""Well, I'm not going to do that.""",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,エヴァ!,Eva!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,デービスは右,Davis on the right.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,聞こえますか、サー?,"Can you hear me, sir?",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,こんなに時間が掛かるのか不思議に思い,I wonder how long it'll take.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,緊急避難せよ 大統領は攻撃を受けている,Evacuate the building immediately. The president is under attack.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,言わないと ムショでレイプの刑だ,"You tell me, or I'll be in jail for rape.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,どうやって?,How?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,絶対にだめ,Absolutely not.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,君が光に変えて行く,You turn it into light.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,あなたは彼らの事を詳しく話せる 彼の目を見て,You can tell me more about them. Look him in the eye.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,だからどうやってこれを行うになっちゃうの?,So how are we supposed to do this?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,母親としては苦しくても 女王として私に同意したのです 私があなたを愛しているように,"She agreed to me as queen, even though she was suffering as a mother, just as I love you.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ずっと一人で?,You've been on your own?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,"リバティ島の ""ブリッジ"" とやらに行き――",I'm going to the Bridge on Liberty Island.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,しかし 遊びについて30分も話をすると,I'm not going to talk about it.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ある種のマシンの不具合か?,Some kind of machine malfunction?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,会えたよ,I see you.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,お風呂 キッチン そしてお魚,"Baths, kitchens, fish.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,担任の先生とする 二人三脚は つらい。,The two tripods of being a teacher are hard.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,とても成長したの,I've grown so much.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,帰ったら最初に 甘えさせて,I'll be the first to let you have a sweet taste when you get back.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,"隔離室に放り込んで ""アクセス許可""",I'm gonna put him in the quarantine room. Access granted.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,誰も居ない,There's no one here.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これは何のつもりだ?,What the hell is this?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ジャックがあなたの?,Jack is yours?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,それこそ 占い師の常套句ね。,That's what a fortune teller always says.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,壁を見るんじゃない,Don't look at the wall.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,なっ 何おう,I don't know.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,重要 かつ絶対必要なものです,It's important and absolutely necessary.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,雨だ。 これは夢。 夢を見てる。 バグジー!,It's raining. This is dreaming. - Bugsy!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,そこまでしなくとも,You don't have to do that.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,では本当に別れるんですか?,So you're really breaking up?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,グリゴリは 俺がレオに 金を貸したことを知っていた,Grigori knew I had loaned Leo money.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,レッキング・ボールが話していた,That's what Leaking Ball was talking about.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,止めに入るなら 最初から やらせないほうがいいのでは?,"If we're going to stop them, we shouldn't let them start from the beginning.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,<一方 鳴り物入りで入部したうわさのルーキー 流川 楓>,"Meanwhile, there's a lot of gossip in the town.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en," 弾切れです  "" 弾切れです """,I'm out. I'm out.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,今私たちが居るのは ハンクとマリーと,We're here with Hank and Marie.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,おめでとうございます 領相大監,"Congratulations, Deputy Secretary.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,何があった,What happened?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,目に見えています,It's not just a picture.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,我々は国連安全保障会議にisの 妥当性を,We're going to talk a little bit more about the validity of i's in the United Nations Security Council.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,だからこの飛行機はまさにシンボルなのです,And that's why this plane is a symbol.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,誰か銀行を襲ったって,Someone robbed a bank.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,スタニス王が俺の神だ 彼が俺を成し上げた,King Stannis is my god. He has taken me up.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,打ち切りになっていました,It was a dead end.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,訪ねてくれて嬉しい,I'm glad you're here.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ですので オスがメスのヴァギナに ペニスを挿入する前には,"And so, before males insert penises into female vaginas, they're going to have to be able to do that.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,薬漬けになり 未来予知に耽っている,"He's hooked up with drugs, and he's a futurist.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これ着てるから大丈夫,I'm wearing this. It's okay.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ドリルを使ったのです。,I used the drill.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,もう間に合わないよ,We're not gonna make it.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,君がライダーなら怪獣を呼んで くれないか,"If you're a rider, you can call the Kaiju.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,意味 わかんねえから!! つうか なに それ~!?,I don't know what that means!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ロス・アンジェルスのどこ?,Where's Los Angeles?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,もういい,That's enough.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,失礼します 本庁の蛯名舞子です 部外者は出ていけ,Excuse me. I'm Kaji from the headquarters. Get out.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これは ストーカーだ,This is a stalker.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ぬっくぬっく プッカプッカ いい感じ,"It's really, really, really, really, really, really cool.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ずっと言ってるでしょ 出来ないって,"I've been telling you, I can't do it.",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,麻音ちゃん どうしたの,What's going on?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,黒いし かわいいから,It's black and cute.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,それが俺たち小劇団の 心意気じゃないか。 なあ みんな!,That's what we're doing.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,fbiは存在しないと言うでしょうけど,And then you're going to have to do the same thing with fbi.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,どうかしら トラヴィスが,I don't know. Travis.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,誰もここに居たくているんじゃない,No one wants to be here.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ちょうど良い,Good.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,あまり怖がっていないようだね。,You don't seem too scared.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,これらの遺伝子を含む 人工染色体を作ることです,So what we're going to do is we're going to make an artificial chromosome that contains these genes.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ヤツらは貴方の息子を撃ったんだ。 ロケット,They shot your son.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,えっ。 彼氏ぐらい つくんなよ。,Don't get along with each other.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,あッ 何をですか?,What are you doing?,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,ちなみに子供に大人気である,I'm very popular with kids.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,つまり クラスじゃないかも でも...,"I mean, it might not be class, but...",0.07539606488661985,0.09361971781505801
marian_opus_ja_en,八朔祭り?,I'm sorry.,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,我每天都有穿着!,I'm wearing it!,0.07539606488661985,0.09361971781505801
marian_opus_ja_en,スポック大使 衝突コースです,"Ambassador Spock, it's a collision course.",0.07539606488661985,0.09361971781505801
